Hospital_ID,Hospital_Name,State,Region_Type,Population_Density,Total_Beds,Occupied_Beds,Doctors_Count,Nurses_Count,Daily_Patient_Inflow,Emergency_Cases,OPD_Visits,IPD_Admissions,Avg_Treatment_Cost,Equipment_Availability_Index,Medicine_Stock_Index,Distance_to_Nearest_City_km,Satisfaction_Score,Mortality_Rate
222,Hospital_222,Tamil Nadu,Rural,19882,182,182,34,190,814,98,603,197,11734,0.54,0.47,78.3,4.17,2.55
223,Hospital_223,Karnataka,Rural,13821,245,137,25,25,582,172,1139,15,8996,0.47,0.23,26.92,1.49,4.96
224,Hospital_224,Maharashtra,Rural,12242,249,209,66,120,606,146,158,292,12633,0.78,0.55,29.26,4.71,1.61
225,Hospital_225,Tamil Nadu,Rural,2754,201,201,14,113,675,67,1488,272,9091,0.98,0.68,35.9,1.84,2.52
226,Hospital_226,Tamil Nadu,Rural,12084,268,268,17,116,362,82,141,58,12212,0.82,0.95,31,1.34,3.29
227,Hospital_227,Kerala,Rural,17855,337,40,80,132,719,49,1052,209,6749,0.64,0.7,25.66,3.17,1.09
228,Hospital_228,Kerala,Rural,7235,472,147,13,171,654,24,417,69,15941,0.72,0.7,75.5,3.95,3.54
229,Hospital_229,Karnataka,Urban,420,229,30,72,36,863,165,869,42,6985,0.4,0.5,4.37,3.86,3.33
230,Hospital_230,Maharashtra,Urban,4754,163,163,43,22,270,120,472,253,9677,0.87,0.31,73.11,3.14,1.94
231,Hospital_231,Kerala,Rural,16231,411,211,28,164,827,163,621,181,2305,0.72,0.56,82.53,2.97,1.49
232,Hospital_232,Tamil Nadu,Rural,10870,364,288,38,82,854,67,911,216,2596,0.98,0.68,7.54,4.88,4.6
233,Hospital_233,Maharashtra,Rural,6653,115,115,65,95,149,55,1313,292,12993,0.99,0.78,7.12,4.28,0.72
234,Hospital_234,Maharashtra,Urban,11659,401,401,45,40,783,38,484,31,5837,0.55,0.86,29.26,3.79,2.22
235,Hospital_235,Tamil Nadu,Urban,9109,365,157,9,12,377,62,261,56,16535,0.99,0.4,21.62,1.78,3.86
236,Hospital_236,Kerala,Rural,13582,263,263,83,39,963,127,1473,167,18343,0.97,0.39,58.53,4.28,0.83
237,Hospital_237,Tamil Nadu,Rural,7598,105,38,54,158,711,134,575,267,10037,0.75,0.65,67.87,4,4.67
238,Hospital_238,Maharashtra,Urban,6736,434,370,8,108,427,121,517,152,8922,0.53,0.65,63.78,4.97,2.68
239,Hospital_239,Delhi,Urban,7462,413,317,55,143,880,185,1243,56,4282,0.83,0.37,36.38,1.53,2.57
240,Hospital_240,Delhi,Urban,16495,203,203,56,169,514,58,841,36,14298,0.49,0.67,50.34,3.86,2.18
241,Hospital_241,Karnataka,Urban,16678,140,140,43,179,641,47,924,36,9574,0.74,0.48,64.36,4.92,4.35
242,Hospital_242,Tamil Nadu,Rural,2637,351,171,12,199,501,132,259,154,6919,0.32,0.71,12.82,2.85,4.75
243,Hospital_243,Tamil Nadu,Urban,19326,111,111,49,169,999,35,305,84,9124,0.74,0.43,23.72,3.93,1.96
244,Hospital_244,Karnataka,Urban,15316,89,89,92,108,869,87,122,196,8389,0.97,0.67,89.16,4.9,2.76
245,Hospital_245,Karnataka,Rural,18713,423,70,32,95,97,24,196,19,10955,0.46,0.81,34.89,3.19,1.65
246,Hospital_246,Karnataka,Urban,3109,152,134,31,176,997,172,1413,130,14932,0.84,0.98,80.31,3.8,1.9
247,Hospital_247,Maharashtra,Urban,14309,298,298,69,73,533,18,366,298,11694,0.51,0.93,25.85,1.08,0.24
248,Hospital_248,Tamil Nadu,Urban,15775,156,80,38,127,340,134,655,174,18701,0.8,0.6,5.12,3.08,3.95
249,Hospital_249,Maharashtra,Rural,15129,333,333,85,167,807,185,624,273,8070,0.79,0.59,50.54,2.02,4.85
250,Hospital_250,Karnataka,Urban,2177,206,206,66,123,309,65,1227,170,1117,0.43,0.55,89.36,1.52,3.87
251,Hospital_251,Tamil Nadu,Rural,14007,240,240,66,168,316,79,1328,127,13184,0.72,0.22,82.11,3.83,2.64
252,Hospital_252,Maharashtra,Rural,3967,483,475,42,96,700,166,1424,272,9009,0.9,0.33,26.04,1.16,4.15
253,Hospital_253,Maharashtra,Urban,16252,457,252,30,49,771,124,596,93,15217,0.57,0.25,91.08,4.62,4.3
254,Hospital_254,Karnataka,Urban,4973,65,65,28,170,990,145,884,155,6785,0.8,0.76,48.49,3.07,2.77
255,Hospital_255,Tamil Nadu,Urban,8735,297,258,43,34,494,102,361,180,956,0.77,0.53,5.85,3.59,4.69
256,Hospital_256,Karnataka,Urban,397,211,211,25,173,42,128,857,23,1000,0.48,0.25,3.76,2.01,0.25
257,Hospital_257,Tamil Nadu,Rural,13195,27,27,98,161,825,190,814,158,19199,0.94,0.75,49.03,1.73,0.15
258,Hospital_258,Delhi,Urban,9136,398,398,51,104,191,130,183,260,4374,0.69,0.72,55.09,1.98,0.5
259,Hospital_259,Kerala,Urban,1115,295,30,52,195,854,126,997,66,5473,0.55,0.78,8.91,1.93,0.38
260,Hospital_260,Kerala,Urban,1484,198,198,17,176,337,20,1202,142,5274,0.42,0.68,92.3,4.46,2.18
261,Hospital_261,Kerala,Rural,8845,353,91,7,55,927,125,485,179,16019,0.63,0.33,72.1,4.15,4.71
262,Hospital_262,Karnataka,Urban,18834,58,58,36,147,817,123,1353,111,14849,0.81,0.25,80.33,4.41,3.41
263,Hospital_263,Delhi,Urban,17753,312,312,39,41,874,157,407,115,17887,0.74,0.85,58.82,3.94,3.33
264,Hospital_264,Tamil Nadu,Rural,1360,197,197,23,106,212,10,979,180,17950,0.81,0.37,66.69,3.57,1.99
265,Hospital_265,Maharashtra,Rural,7801,181,19,18,173,700,21,932,137,14122,0.85,0.63,39.4,3.11,2.72
266,Hospital_266,Tamil Nadu,Urban,10501,350,350,52,165,935,110,301,259,5216,0.61,0.59,68.25,2.06,1.59
267,Hospital_267,Maharashtra,Urban,15619,393,21,90,153,137,124,184,41,10320,0.66,0.94,97.84,3.82,2.64
268,Hospital_268,Tamil Nadu,Urban,11964,123,123,85,25,25,56,572,225,16587,0.99,0.64,65.12,1.55,3.76
269,Hospital_269,Delhi,Urban,15781,180,154,72,27,862,88,853,271,13802,0.98,0.66,34.82,3.04,2.84
270,Hospital_270,Maharashtra,Urban,5643,306,306,49,145,502,130,709,253,3734,0.59,0.46,29.24,1.78,2.15
271,Hospital_271,Karnataka,Rural,18365,142,142,23,84,151,157,368,294,6994,0.78,0.97,96.37,3.02,4.24
272,Hospital_272,Tamil Nadu,Rural,12588,73,73,68,10,112,127,129,299,14739,0.49,0.69,19.32,2.18,1.51
273,Hospital_273,Tamil Nadu,Urban,10179,447,123,70,199,782,44,1264,272,4998,0.41,0.2,80.81,1.21,2.46
274,Hospital_274,Maharashtra,Urban,10844,53,35,83,134,541,35,1417,94,11930,0.84,0.64,47.06,3.01,4.89
275,Hospital_275,Karnataka,Rural,3909,261,261,70,47,582,86,1103,54,5767,0.61,0.49,44.93,1.73,4.84
276,Hospital_276,Karnataka,Urban,7306,474,42,79,54,880,117,463,209,13046,0.42,0.23,75.01,1.64,0.13
277,Hospital_277,Delhi,Urban,13846,397,71,49,195,313,71,417,210,4169,0.83,0.55,15.66,2.54,2.71
278,Hospital_278,Karnataka,Urban,16095,132,132,91,90,660,191,1056,177,10157,0.94,0.82,47.16,2.45,1.75
279,Hospital_279,Karnataka,Urban,16135,337,312,78,138,411,181,1042,249,2461,0.95,0.6,4.55,4.47,1.53
280,Hospital_280,Karnataka,Urban,11771,42,42,71,41,268,67,645,295,14440,0.72,0.71,67.37,3.26,3.02
281,Hospital_281,Kerala,Rural,13310,65,44,73,145,633,177,1067,199,17759,0.64,0.71,6.78,4.42,2.29
282,Hospital_282,Delhi,Urban,17893,331,202,7,127,868,102,750,80,12593,0.4,0.74,9.64,1.59,3.69
283,Hospital_283,Tamil Nadu,Urban,5297,154,154,42,49,614,158,1094,154,9234,0.85,0.51,84.64,2.43,0.23
284,Hospital_284,Maharashtra,Urban,15653,137,85,81,193,722,28,598,218,4016,0.96,0.5,44.85,3.22,4.64
285,Hospital_285,Tamil Nadu,Rural,7552,492,388,46,83,436,186,295,217,15532,0.92,0.2,20.9,1.61,2.88
286,Hospital_286,Delhi,Rural,8818,208,208,87,120,162,163,332,231,7733,0.83,0.32,59.67,1.51,3.45
287,Hospital_287,Maharashtra,Rural,14959,150,92,44,112,256,104,663,296,13670,0.3,0.96,52.41,3.65,3.06
288,Hospital_288,Delhi,Rural,2272,441,34,54,112,306,72,980,172,6447,0.59,0.87,41.68,3.62,4.95
289,Hospital_289,Karnataka,Urban,13258,231,66,39,83,296,118,855,81,17458,0.59,0.42,90.64,1.94,4.93
290,Hospital_290,Maharashtra,Rural,16763,437,41,28,173,406,84,281,249,18342,0.93,0.52,75.2,1.91,3.09
291,Hospital_291,Karnataka,Urban,19153,132,132,92,123,401,194,365,136,7895,0.35,0.95,16.01,3.98,3.45
292,Hospital_292,Tamil Nadu,Urban,11185,63,21,21,132,469,88,887,94,3672,0.67,0.4,57.51,1.47,3.13
293,Hospital_293,Tamil Nadu,Rural,4081,147,147,44,66,310,88,1409,24,19354,0.4,0.63,9.79,4.69,1.62
294,Hospital_294,Maharashtra,Rural,5347,383,342,78,83,188,75,460,257,3927,0.76,0.22,25.22,4.77,1.04
295,Hospital_295,Maharashtra,Rural,10653,177,101,70,92,462,138,294,292,8298,0.85,0.7,91.08,4.48,2.07
296,Hospital_296,Delhi,Rural,6235,292,10,48,182,675,115,436,11,8236,0.75,0.94,46.75,1.84,3.45
297,Hospital_297,Delhi,Rural,5673,334,334,27,88,203,138,738,83,15990,0.86,0.91,89.32,1.07,0.37
298,Hospital_298,Karnataka,Urban,13831,413,335,10,139,64,153,407,73,11207,0.73,0.6,17.43,4.75,2.62
299,Hospital_299,Maharashtra,Rural,7289,374,145,70,102,774,52,1071,270,12243,0.43,0.72,21.33,2.38,2.1
300,Hospital_300,Tamil Nadu,Rural,14641,359,205,25,59,846,141,663,248,4706,0.57,0.66,35.93,2.24,2.68
301,Hospital_301,Delhi,Rural,10978,421,142,39,38,965,63,847,288,19084,0.97,0.25,37.27,2.05,4.32
302,Hospital_302,Delhi,Urban,11187,64,64,33,90,287,137,71,210,19848,0.5,0.33,74.78,1.98,0.33
303,Hospital_303,Tamil Nadu,Rural,13767,127,95,11,19,495,30,68,295,3813,0.34,0.97,60.34,3.94,3.84
304,Hospital_304,Delhi,Urban,2876,238,238,97,164,272,35,1360,230,15555,0.57,0.4,55.77,4.63,3.37
305,Hospital_305,Karnataka,Rural,9411,462,304,57,126,415,9,325,171,19811,0.56,0.51,60.64,4.14,1.1
306,Hospital_306,Maharashtra,Rural,7797,337,288,41,152,308,25,708,192,9373,0.63,0.61,73.49,3.7,3.7
307,Hospital_307,Tamil Nadu,Urban,14729,334,333,27,69,231,19,947,274,4958,0.69,0.98,89.39,2.15,2.53
308,Hospital_308,Maharashtra,Rural,8486,196,189,12,168,708,124,601,141,18532,0.99,0.75,42.06,3.19,2.46
309,Hospital_309,Delhi,Urban,17146,247,13,80,158,40,43,728,129,9850,0.83,0.7,80.49,1.95,2.47
310,Hospital_310,Delhi,Urban,8144,210,135,52,69,335,61,652,228,8684,0.33,0.62,50.01,1.45,4.75
311,Hospital_311,Tamil Nadu,Urban,9715,490,184,14,67,583,78,1145,169,16365,0.8,0.76,72.49,1.48,4.73
312,Hospital_312,Karnataka,Rural,15134,179,179,83,178,457,8,414,118,2841,0.88,0.73,87.61,3.42,4.58
313,Hospital_313,Kerala,Rural,5160,413,30,28,183,442,70,844,247,18402,0.93,0.92,4.19,1.15,4.45
314,Hospital_314,Tamil Nadu,Rural,11000,286,286,94,54,252,89,1408,76,2338,0.6,0.63,55.12,4.89,0.28
315,Hospital_315,Kerala,Urban,5681,377,377,51,133,964,23,701,196,17754,0.52,0.54,98.95,4.98,2.06
316,Hospital_316,Kerala,Rural,2114,345,114,57,35,142,139,639,45,6038,0.89,0.85,50.13,1.6,4.48
317,Hospital_317,Karnataka,Urban,13097,398,75,43,111,893,59,248,58,11969,0.84,0.84,86.57,2.71,3.8
318,Hospital_318,Kerala,Rural,10735,209,209,71,60,979,83,66,265,10033,0.68,0.34,19.4,4.07,2.34
319,Hospital_319,Kerala,Urban,13748,194,194,70,173,631,119,267,116,5977,0.38,0.39,60.82,4.82,3.89
320,Hospital_320,Karnataka,Urban,7248,309,58,10,61,233,77,790,17,9863,0.76,0.97,87.16,4.57,1.12
321,Hospital_321,Kerala,Urban,18848,376,25,25,60,941,15,699,245,12764,0.35,0.56,43.72,2.02,3.04
322,Hospital_322,Kerala,Rural,14122,164,154,77,140,858,28,196,187,14036,0.37,0.62,49.19,1.34,2.71
323,Hospital_323,Kerala,Urban,6019,251,251,78,23,666,159,1283,251,18012,0.53,0.45,9.12,2.15,2.91
324,Hospital_324,Tamil Nadu,Urban,15986,379,259,40,186,987,118,719,50,12319,0.56,0.58,5.18,2.75,3.64
325,Hospital_325,Tamil Nadu,Urban,6738,457,352,7,10,849,34,1487,254,12691,0.62,0.79,47.4,2.44,4.75
326,Hospital_326,Tamil Nadu,Urban,4751,223,223,92,194,749,42,714,122,6999,0.54,0.59,84.5,4.1,1.39
327,Hospital_327,Karnataka,Urban,709,232,84,90,154,619,95,905,265,12579,0.32,0.45,93.2,2.03,3.81
328,Hospital_328,Delhi,Urban,8040,59,59,82,187,811,118,379,175,18168,0.41,0.28,66.21,4.43,3.26
329,Hospital_329,Kerala,Rural,10448,294,294,46,23,59,52,944,87,9262,0.38,0.94,82.81,1.9,3.51
330,Hospital_330,Kerala,Rural,3966,342,291,49,196,771,19,1425,216,19748,0.6,0.9,73.75,2.45,2.2
331,Hospital_331,Karnataka,Urban,16855,101,75,48,90,351,114,1236,205,6545,0.45,0.83,70.45,2.79,4.73
332,Hospital_332,Kerala,Rural,17099,200,134,95,12,962,7,150,73,12676,0.51,0.76,77.13,2.16,2.45
333,Hospital_333,Tamil Nadu,Rural,2353,339,328,37,107,667,121,376,149,11833,0.63,0.61,51.02,4.07,0.7
334,Hospital_334,Delhi,Urban,5042,102,96,64,49,201,41,376,51,18861,0.46,0.92,46.34,2.64,3.44
335,Hospital_335,Maharashtra,Urban,12430,322,50,90,98,284,76,1228,218,9138,0.47,0.83,16.76,4.55,0.73
336,Hospital_336,Kerala,Urban,964,281,281,97,134,790,69,59,82,13570,0.88,0.85,84.54,4.85,1.68
337,Hospital_337,Tamil Nadu,Rural,1368,291,195,87,171,713,110,402,162,5539,0.68,0.45,5.42,4.44,1.22
338,Hospital_338,Maharashtra,Urban,7554,219,219,87,104,552,15,232,144,15765,0.9,0.54,27.48,3.09,2.74
339,Hospital_339,Delhi,Rural,13766,259,259,74,18,882,68,504,273,3473,0.66,0.77,52.47,3.04,1.8
340,Hospital_340,Maharashtra,Urban,12470,421,344,87,103,451,52,55,225,5126,0.94,0.5,97.19,1.86,0.88
341,Hospital_341,Tamil Nadu,Rural,5329,199,199,81,93,962,172,1406,218,17002,0.48,0.6,78.81,3.37,3.97
342,Hospital_342,Maharashtra,Urban,16409,451,280,30,30,215,178,1406,213,8499,0.73,0.72,37.5,4.81,2.4
343,Hospital_343,Karnataka,Urban,18721,190,51,90,34,743,5,1331,119,2792,0.65,0.55,71.68,1.32,2.33
344,Hospital_344,Maharashtra,Rural,4154,314,102,25,111,528,122,260,40,18988,0.94,0.83,93.21,4.01,4.44
345,Hospital_345,Kerala,Rural,1035,196,194,6,131,466,32,100,21,17951,0.59,0.29,54.35,4.48,2.74
346,Hospital_346,Kerala,Rural,12272,388,224,51,181,547,14,1059,136,15359,0.9,0.77,46.73,4.95,3.58
347,Hospital_347,Karnataka,Rural,10630,415,26,34,34,221,13,426,203,17307,0.69,0.32,55.75,2.34,1.71
348,Hospital_348,Tamil Nadu,Rural,15660,256,256,31,146,894,166,689,149,4319,0.8,0.95,31.84,2.42,2.85
349,Hospital_349,Kerala,Rural,16256,157,157,75,112,749,62,819,36,13182,0.92,0.45,90.83,1.92,3.66
350,Hospital_350,Delhi,Urban,16809,346,123,24,199,624,4,1124,55,15285,1,0.84,79.93,4.16,1.55
351,Hospital_351,Kerala,Rural,9826,385,301,54,163,152,120,203,144,1780,0.81,0.62,70.84,1.56,3.47
352,Hospital_352,Kerala,Urban,7874,330,330,99,66,158,89,631,67,13741,0.52,0.27,59.32,2.07,2.89
353,Hospital_353,Tamil Nadu,Urban,2085,148,148,27,46,688,106,837,22,10511,0.51,0.67,96.98,2.18,2.23
354,Hospital_354,Maharashtra,Rural,14352,68,68,17,25,512,179,840,109,14647,0.52,0.93,30.47,2.5,3.59
355,Hospital_355,Kerala,Urban,4703,183,57,85,46,866,15,1383,58,17646,0.37,0.33,29.03,2.69,1.65
356,Hospital_356,Karnataka,Rural,19262,296,296,8,85,89,98,1472,103,2129,0.34,0.46,24.97,3.24,3.6
357,Hospital_357,Maharashtra,Rural,16060,312,106,18,161,835,165,183,104,5999,0.71,0.55,74.44,4.79,2.8
358,Hospital_358,Delhi,Urban,9562,135,135,24,35,34,52,269,154,9134,0.87,0.42,79.93,1.99,1.3
359,Hospital_359,Tamil Nadu,Urban,14266,43,43,17,29,766,76,212,81,3514,0.33,0.96,60.11,4.12,3.37
360,Hospital_360,Delhi,Rural,7854,330,330,7,146,231,92,1020,19,11273,0.7,0.5,65.55,3.71,4.44
361,Hospital_361,Maharashtra,Rural,14346,44,44,94,112,821,180,697,171,18381,0.56,0.73,35.55,1.46,1.62
362,Hospital_362,Maharashtra,Urban,4178,410,345,94,38,79,173,618,223,8780,0.92,0.38,4.94,4.24,4.08
363,Hospital_363,Maharashtra,Urban,12953,146,77,86,40,271,97,995,13,9153,0.4,0.38,26.11,1.36,1.75
364,Hospital_364,Delhi,Urban,17851,253,253,82,28,465,97,738,233,12320,0.69,0.34,58.85,3.96,4.12
365,Hospital_365,Maharashtra,Urban,4142,228,228,51,157,21,142,164,38,8137,0.98,0.55,81.48,3.86,0.35
366,Hospital_366,Delhi,Rural,16384,112,86,7,36,767,58,1222,212,13890,0.54,0.63,77.94,3.76,0.14
367,Hospital_367,Maharashtra,Rural,14489,113,113,5,103,355,177,1314,86,19867,0.82,0.21,18.77,2.11,0.65
368,Hospital_368,Karnataka,Rural,2675,346,346,94,94,38,136,172,68,16655,0.92,0.87,6.09,3.29,4.38
369,Hospital_369,Maharashtra,Rural,6854,244,244,28,53,580,25,853,205,3560,0.43,0.61,85.21,4.05,2.72
370,Hospital_370,Delhi,Urban,18065,474,230,39,172,97,2,888,116,14197,0.99,0.33,8.48,3.55,3.01
371,Hospital_371,Kerala,Urban,2086,397,271,18,122,491,99,1142,18,15813,0.87,0.25,39.94,4.22,4.23
372,Hospital_372,Maharashtra,Rural,18724,299,299,71,159,47,46,875,29,8010,0.4,0.25,10.33,3.75,0.35
373,Hospital_373,Kerala,Rural,15570,30,30,17,83,579,4,112,158,3450,0.52,0.41,56.84,2.1,2
374,Hospital_374,Karnataka,Rural,6068,348,348,51,96,627,61,782,26,14887,0.74,0.6,36.97,1.61,3.25
375,Hospital_375,Tamil Nadu,Rural,7593,31,31,54,152,184,83,1089,21,6563,0.92,0.89,21.05,3.53,2.08
376,Hospital_376,Karnataka,Rural,4203,54,54,82,103,477,132,1463,91,14705,0.44,0.92,59.92,4.04,0.26
377,Hospital_377,Maharashtra,Rural,2176,466,317,89,107,964,137,639,76,12422,0.81,0.87,36.98,1.57,3.29
378,Hospital_378,Kerala,Rural,3094,471,83,30,150,896,79,997,142,8161,0.49,0.46,17.51,1.7,2.02
379,Hospital_379,Kerala,Rural,3844,247,134,7,141,195,62,1331,62,3921,0.86,0.45,70.31,1.05,0.19
380,Hospital_380,Delhi,Rural,14566,239,197,55,65,604,24,266,215,2490,0.78,0.99,83.84,3.13,0.94
381,Hospital_381,Kerala,Urban,14623,460,263,44,160,887,43,528,242,13557,0.67,0.75,28.1,3.17,1.17
382,Hospital_382,Delhi,Rural,5694,160,160,72,106,48,152,1187,63,1982,0.75,0.44,19.46,3,2.6
383,Hospital_383,Tamil Nadu,Urban,7631,42,42,40,107,975,157,1453,77,3045,0.91,0.46,8.45,2.26,1.01
384,Hospital_384,Maharashtra,Urban,7471,102,102,55,43,688,13,1026,178,4720,0.57,0.55,53.26,2.71,1.87
385,Hospital_385,Delhi,Rural,14647,248,244,5,109,845,85,286,170,12991,0.84,0.7,83.3,4.06,3.78
386,Hospital_386,Tamil Nadu,Rural,18128,442,442,37,154,835,170,525,24,1142,0.41,0.92,25.83,1.73,4.06
387,Hospital_387,Kerala,Urban,3244,363,259,11,165,298,155,647,200,13832,0.79,0.36,46.6,1.81,4
388,Hospital_388,Kerala,Urban,14090,99,99,56,23,302,18,178,24,2086,0.83,0.27,16.92,3.67,3.51
389,Hospital_389,Tamil Nadu,Rural,14183,372,372,15,171,498,101,559,296,19293,0.61,0.52,41.02,4.47,2.75
390,Hospital_390,Kerala,Urban,16726,415,354,31,121,538,169,214,19,7004,0.86,0.4,2.53,2.36,2.8
391,Hospital_391,Tamil Nadu,Rural,8054,309,81,18,84,324,19,326,66,16938,0.69,0.66,91.16,4.73,4.77
392,Hospital_392,Delhi,Rural,7369,474,244,90,194,713,78,306,208,15127,0.96,0.76,67.98,1.23,4.4
393,Hospital_393,Delhi,Rural,7230,350,333,84,106,128,138,1205,170,17725,0.38,0.45,33.95,1.47,3.28
394,Hospital_394,Tamil Nadu,Urban,6928,178,165,50,130,343,181,1041,272,7428,0.39,0.75,88.24,2.84,2.4
395,Hospital_395,Delhi,Urban,8944,496,464,80,64,225,97,619,262,5087,0.89,0.47,19.11,3.89,3.67
396,Hospital_396,Delhi,Rural,14320,147,147,14,126,253,120,1330,128,19790,0.89,0.71,8.79,2.48,0.41
397,Hospital_397,Delhi,Urban,6431,209,124,28,102,957,151,190,89,10686,0.63,0.71,94.32,3.22,4.73
398,Hospital_398,Karnataka,Urban,19996,416,322,65,46,477,197,735,133,10624,0.97,0.42,31.59,1.11,2.78
399,Hospital_399,Maharashtra,Urban,13497,50,50,22,35,206,16,736,81,5556,0.78,0.71,93.66,2.85,2.56
400,Hospital_400,Kerala,Urban,17983,405,331,90,198,959,155,1282,177,6482,0.99,0.5,64.12,1.97,1.53
401,Hospital_401,Karnataka,Urban,10391,378,355,13,76,501,49,765,293,2772,0.67,0.47,98.02,3.07,0.12
402,Hospital_402,Delhi,Urban,18642,34,34,21,93,941,182,1072,45,6641,0.44,0.43,75.59,3.1,0.4
403,Hospital_403,Tamil Nadu,Urban,10264,332,315,62,189,426,9,1124,184,9661,0.61,0.48,11.44,4.01,1.39
404,Hospital_404,Delhi,Rural,10550,94,23,17,27,860,148,1332,208,1571,0.99,0.83,85.37,3.16,2.75
405,Hospital_405,Maharashtra,Urban,2135,53,25,54,190,528,57,227,125,17620,0.56,0.4,15.64,3.46,0.51
406,Hospital_406,Delhi,Urban,11563,378,378,10,190,888,161,971,229,6876,0.97,0.75,69.53,3.12,4.86
407,Hospital_407,Tamil Nadu,Urban,8077,215,215,89,36,539,94,592,75,4130,0.86,0.92,50.54,4.96,2.11
408,Hospital_408,Maharashtra,Urban,17341,350,51,55,40,72,106,1429,274,727,0.61,0.48,71.06,4.17,1.65
409,Hospital_409,Delhi,Urban,12282,48,48,40,115,417,170,1391,143,15842,0.68,0.22,76.73,4.02,2.67
410,Hospital_410,Maharashtra,Urban,398,213,119,75,138,218,138,1012,128,7165,0.73,0.22,80.56,3.51,0.42
411,Hospital_411,Kerala,Urban,1023,35,35,29,15,410,32,413,131,14508,0.77,0.31,83.66,3.11,4.27
412,Hospital_412,Kerala,Urban,13431,442,333,15,20,668,185,1128,96,8493,0.35,0.29,84.88,2.38,2.36
413,Hospital_413,Delhi,Rural,19283,96,28,48,171,790,45,1229,298,15175,0.95,0.8,41.84,4.14,0.97
414,Hospital_414,Maharashtra,Urban,6678,312,75,18,190,865,188,1117,146,2119,0.72,0.44,89.03,1.76,0.89
415,Hospital_415,Tamil Nadu,Urban,4975,100,100,33,27,932,189,642,62,13385,0.95,0.72,72.24,1.15,1.87
416,Hospital_416,Delhi,Urban,12354,424,82,78,30,517,128,591,214,2704,0.74,0.23,84.06,3.79,2.91
417,Hospital_417,Kerala,Urban,18286,447,412,54,28,191,148,371,60,19587,0.6,0.44,98.93,1.58,2.14
418,Hospital_418,Kerala,Rural,11005,143,143,9,13,105,61,697,49,8242,0.7,0.39,12.53,4.62,3.02
419,Hospital_419,Delhi,Rural,13453,38,38,76,86,577,191,63,259,12194,0.88,0.42,37.69,4.08,3.56
420,Hospital_420,Maharashtra,Rural,15982,474,418,73,125,877,86,1430,227,12318,0.53,0.35,80.85,3.41,3.77
421,Hospital_421,Kerala,Rural,19141,121,121,92,166,205,72,667,188,8074,0.97,0.69,9.54,2.26,2.06
422,Hospital_422,Maharashtra,Rural,19830,411,283,61,34,175,183,408,48,9873,0.63,0.73,54.54,3.55,3.61
423,Hospital_423,Kerala,Rural,9763,96,96,30,193,512,0,1391,192,11948,0.97,0.32,85.98,2.91,0.79
424,Hospital_424,Kerala,Rural,19433,248,248,10,86,929,20,1148,233,17681,0.92,0.79,2.88,2.16,2.61
425,Hospital_425,Karnataka,Rural,1041,469,94,20,164,540,21,243,173,19883,0.84,0.4,94.01,4.78,0.46
426,Hospital_426,Kerala,Rural,2007,316,148,64,197,646,181,412,243,3264,0.63,0.43,97.84,1.65,1.3
427,Hospital_427,Tamil Nadu,Rural,4937,222,48,16,58,685,3,1169,202,11101,0.71,0.86,32.91,4.01,2.96
428,Hospital_428,Delhi,Rural,13780,491,114,79,74,149,64,1113,94,11967,0.89,0.92,76.91,4.2,3.73
429,Hospital_429,Delhi,Rural,17727,473,333,7,175,862,178,817,252,8699,0.68,0.86,13.59,4.81,0.57
430,Hospital_430,Maharashtra,Rural,5796,80,80,67,92,100,62,446,182,10911,0.82,0.32,77.51,3.2,1.11
431,Hospital_431,Kerala,Rural,16326,45,45,68,189,403,142,156,46,6739,0.85,1,48.67,3.14,4.96
432,Hospital_432,Tamil Nadu,Rural,13643,90,90,66,10,821,35,1090,96,15443,0.66,0.74,86.17,4.68,1.75
433,Hospital_433,Maharashtra,Rural,12715,122,122,10,177,678,28,576,138,14117,0.68,0.61,22.05,4.2,1.49
434,Hospital_434,Karnataka,Urban,1566,486,438,23,90,314,179,1060,203,3829,0.44,0.96,67.59,4.05,0.52
435,Hospital_435,Maharashtra,Rural,18450,345,132,22,30,997,173,833,52,12063,0.47,0.85,78.83,4.16,3.5
436,Hospital_436,Maharashtra,Urban,475,382,227,84,95,288,68,574,168,6084,0.93,0.75,21.05,2.97,2.59
437,Hospital_437,Kerala,Rural,362,176,176,91,24,664,156,1116,114,9305,0.89,0.87,82.01,1.17,0.87
438,Hospital_438,Karnataka,Rural,11680,382,70,47,59,581,110,675,238,9589,0.31,0.51,95.84,1.79,3.2
439,Hospital_439,Maharashtra,Urban,10236,378,109,77,57,554,174,399,226,14139,0.91,0.75,61.99,3.57,2.68
440,Hospital_440,Tamil Nadu,Rural,7933,213,213,7,169,397,152,1103,273,15988,0.32,0.35,78.7,2.58,2.87
441,Hospital_441,Tamil Nadu,Urban,1993,294,294,76,58,395,143,1055,58,11610,0.62,0.99,53.73,3.43,4.97
442,Hospital_442,Delhi,Urban,8206,343,343,42,117,107,99,591,132,1660,0.35,0.67,60.21,3.21,0.24
443,Hospital_443,Karnataka,Urban,11926,205,205,72,54,944,40,1011,34,12673,0.98,0.85,2.32,2.75,4.58
444,Hospital_444,Karnataka,Rural,1752,345,267,80,41,643,192,143,140,7831,0.98,0.53,52.9,1.94,4.23
445,Hospital_445,Delhi,Rural,699,132,132,48,141,130,196,1368,233,15184,0.73,0.81,57.98,3.88,2.14
